drugbank_id	ibm_id
DB00133	311E4702535C0F54F59417E89EEE5282
DB00133	49E3E61A1228926DEE8205A693E85C82
DB00133	814F547DF26EC0803874C1B82E6C31F1
DB00133	8F6DE3CA7DC7545C76346FDACEE0E2D5
DB00133	D6654F4A3835ECB9D37A5A14DE4E49FE
DB00133	D87769E72A3933EA6EF8462BDE312BD8
DB00133	E839074A55BA210D375AF315F65FB666
DB00133	F5B6059087D290B89EFAB01CEAC528F2
DB00134	05A1529C36E48463C28809ED4AA161BF
DB00134	05F98A3209820DC0655DB6AE0DBED7B2
DB00134	085B9291EED4567F70ED5B46E6F86838
DB00134	1CE3D82BA3161A7F5344C1A726EB3D29
DB00134	213D79058D93485ACE44E58CAD8BD912
DB00134	42F64BF3EAB3D4CC652338FBD3025F5F
DB00134	858A0CE16589E3AE05A1ED3D8A726C08
DB00134	88CB84B8ED80120A441A5C6C4C9CA7E1
DB00134	B1738838FE5347354612939F5DBEB660
DB00134	B20EE75DE9386A41FC0D0718C6089B81
DB00134	C7B1B4FEF6AC7CC01BA84CDCF8F30832
DB00134	DC87EDDA4350473FA404231A285492D3
DB00134	F1A2D7C71935A5AD7EB0DCC4DCC9D262
DB00135	01BCCDA8B6C961FB737D028F5412577E
DB00135	03040417DD548A9C10F6789D53BFF704
DB00135	27EAFFA833773DD9E6949349430F8D26
DB00135	2B93A03966E16512E8658F04E5BB2E01
DB00135	34CBB709E19CE0227DFEB1C422A6CCED
DB00135	639492FC52BD794D3DA18A0064C9E39C
DB00135	7CDEE543702AEACC282560B299A3AEF5
DB00135	E010A39EBE03BE831BB5E9A572105069
DB00136	01ABC1780C96408BFC4D0AF0D4CBA6EA
DB00136	0BA53E1427802B986EA1192D6DCEF865
DB00136	1E0D3C34B3DD9FB3A99A807847970FCB
DB00136	22257D552495A24CDE0E167C63D17B48
DB00136	3A01E743366A4DB7C98FCF688459B51E
DB00136	3AEF090D49126C498CCFE75C680824E2
DB00136	43E8B9819DAAA01B526A3481C979FB29
DB00136	45B31E024D6C23C23FFBC8D3815323E7
DB00136	4AE4D89227006DEAB88BE55F1A99909E
DB00136	4BCF1597D5AA449107355F7BC3DD0B96
DB00136	4E0B90D139086831005CBB5ACACFE329
DB00136	5339533CF2C29C66FC13C933296EDAC7
DB00136	606B401F22A31FD1369369280F0BFBED
DB00136	6B30BF9A5997CAB86A01D8ACE7EB75FF
DB00136	6BFCB93A380C349512339F89E91AC092
DB00136	6F1A6879E91E71C306BBD6F15C21340D
DB00136	7087F6832FB59B0B01D677FEF9F45EFD
DB00136	70FBEFFCCA17C0F79FE5727A21F9447C
DB00136	811DC2B68409742469D64C64A6184DB0
DB00136	8363E4BE0A6EDAABCD3658B4DE162F19
DB00136	83FB69E5B3DC3C6738F1EC41DBCD703A
DB00136	9956EEF1434006DC5D8A08C305928F89
DB00136	9B198A2A04E3F7445CBF65E2506D8F03
DB00136	B7EFD6AF75954A0081E7817017C98EA3
DB00136	C356F25F047A688F97AF008C3BEA317E
DB00136	C35CA245A7A6B60397EFE89A9F6F8C09
DB00136	C818138541A899198808B198BAAA96C8
DB00136	CF3E4DFF417A1D10C3B95F471A50BF04
DB00136	E169EB707DCEAB66376A041208D59600
DB00136	EB71EC623B1B707D9407F6400A40D019
DB00136	F98C31AAC5E980FA3ACC48DFCBE2B891
DB00137	23EAC1EF5E98C875D1AE3B15F56DB5DB
DB00137	2F1D50D071B34AC27D52BC1B4B51232A
DB00137	368445A2596761A2348BD8C8C9E5CD22
DB00137	4C2321756A69B5D9F4EE8BC942060EC2
DB00137	56103C09CAFC4FA6E145EFEB8D3D7BAA
DB00137	96C2C99E59BA55AF12D2AF3AE87F73D7
DB00137	981E2BCDE782BE2AF83EBBDF9C0B6315
DB00137	AFC535A7FB30DD06D03CF20A911451D2
DB00137	D618ABEE8F1F86F9E0460395D24E87F4
DB00137	DBCC6842E02B34A83ACFF7C225AA8208
DB00137	E4BB163964C428CADA275066BEFC0F85
DB00138	122B6611E473B18AB16B39A5825F2645
DB00138	24327B803345B0621FB08C5FE66B9B75
DB00138	404721968EDB9CF6A7CF304177486555
DB00138	477223F9F60B911909EEB8831CFFBD2E
DB00138	7F09A4C547F103F5F9D7A30310F20236
DB00138	8076B798E0B88ED1621068C06238D993
DB00138	AA498BAA1A045E572C881852A66BF8EF
DB00139	1ED2E42F0BDECA6211FF1311A2D0576B
DB00139	1F56D684BBA0D75DE002F2F2ED9F7CE1
DB00139	32303B3DD330A6BF489BA6186275B0E9
DB00139	443C0D35594BECC8E4E24864A223EF1F
DB00139	53CE05C8CB8807CD0B9FD509A6068A02
DB00139	66C82225572CA102DF426206940B8488
DB00139	82A1295B80815FBD35F5E27327D9D4C9
DB00139	D17B74FD115E7A68062608C1085A53CE
DB00139	E8B7A512FB568440D7B43FD7ACABF720
DB00139	EE4F7A08CE63D0347CE3F0FE783831BB
DB00140	15EBFE60CE96B82F89DD54FA9D51B2D9
DB00140	4906428B198291A69B6C448ECE6341B2
DB00140	5C174B065901F52E6C3A44ECC5594ACD
DB00140	8BE16F1DDC4F3ECC830EF6147DF55C73
DB00140	941440BB4FA0BAC0B5B580F47D0C3E12
DB00140	9AEF61660FB31F6278520EA324C970F0
DB00140	C6CDF96424A0B52BAC878E83B895C04A
DB00141	00BA2703E75AD1C8B53092F07EE0EDD3
DB00141	04D8E368D455509BE83BC65277F17DA2
DB00141	2D02D8E31026E77642D4E852B819D7CA
DB00141	37FC62CC5D6E46065A26EACD9BC6F615
DB00141	39343BA3F59B1EB3D91D540DA36D4117
DB00141	52533F00344E1B8CDEF33C2E90C223A7
DB00141	54F4F6323F33C9A72EDF74740ABCC4CF
DB00141	59A8F411507DB15EBDDBBFA8343C99B9
DB00141	5F26FBBADD7FD3AD559C183025FA2835
DB00141	6A98B36BB1EDEF52C15222742E2E5094
DB00141	82826B838EC1E4B4B13AE81107CC160A
DB00141	9549BEE676633D0553341C75805597B9
DB00141	C17DAD77A1471324C729CB54D9A0D73F
DB00141	CA785D68DEF6A2DD460C400350214F96
DB00141	E31C5B09BC2B7F030B795534294FF252
DB00142	13BAF90495706D72908DC7648F1842D6
DB00142	1681BAC658805BA5D3DC762E40F97F98
DB00142	1A00C47150F9EA98358A8341B40B1941
DB00142	42A328BD7D77FE4DB8B8DD08253D1630
DB00142	5CD8CEBE7B0A31F4764259D4F95F2D13
DB00142	6931BD8DBD71AE3F673D68224D1EDFD6
DB00142	6AFCEEDBDC8BE20986A3F0B8DAF5A0F6
DB00142	77D8A9543009692C472CB15F5D5C18E7
DB00142	7A505618C852648211ED7DFFF3217938
DB00142	7FF80EC326EED6F2F270EC49EDEB23DA
DB00142	853AA05D4996F4B5C265E9CC5E63DBCC
DB00142	8AEF2AA60484069F006F3570A4421F8A
DB00142	A909D6F8D2525970ACFAE5ACA6140809
DB00142	B0BCB1B0614CAD1DF8432F300E7CE56D
DB00142	D5D8D4BE03DB05F67FB874701EA6F804
DB00142	D6F9DB61BF6A4AFF65546563F76E4D4F
DB00142	DF16A6F28AAF3E3D86F6A95679365FFD
DB00142	EF92D04E10A016A7F6FE9FBFD3BD0C3F
DB00142	F6DB655F2F51F898A15D5F18794A8E50
DB00142	FAA64FD7262CD992C5ADBC61BFA551D7
DB00142	FBC8B4C6F22C131FCA002EA0042162CD
DB00143	2B9C0D16D3BB7D339D29B398E182031E
DB00143	3405916C22862A5BCF01A1E88B736FBC
DB00143	868B377287D08A730EECD586DE1810CD
DB00143	8F1CE56D8FF441F95F0624D20F246D71
DB00143	973C5107D75976E561583DB23C5B8BB4
DB00143	A2A3A1CF1D77BD061A5DD590F09BB901
DB00143	CA869575D266E277309D46CC1081112F
DB00143	D219458F7359C032DF4F2F1B6D831977
DB00144	612E3BC0BD13AF6AF0D146C2A5F254CA
DB00144	63E40DE6502C06617FFBB9C714DE9E6A
DB00145	07CA05078085726EF5AA4DC2D3D371F9
DB00145	0B895EED7786690A53DDC4C9782109A5
DB00145	20022B4C80C726C146EBDA9CF8E22AEE
DB00145	6C51CAA7D0A86C973330CF2525E34EAF
DB00145	77BAA481426DAC8891AE91933FA480C0
DB00145	7820F523D68428002D286FF14531C6B3
DB00145	7ED0507A4F8372500D5815EB219BD96C
DB00145	872E030ED97693E78713CB048A4FF5CC
DB00145	8DE6DB3643C947671BADB88E3E292532
DB00145	98376D9FFEAB3AA000171A47CB6C5793
DB00145	9EE854816EE67D35ED821CDE64B357F0
DB00145	A16197DC5C9CBAA143B2B4E0D59E39E6
DB00145	B477BCCD7869171E0884BED6815CD6E3
DB00145	B852F9A66ACD168F994E8E5E945EE17D
DB00145	D59446845194EF9F1D35498B9050E6DF
DB00145	D734C21B7E718776C1882635A1F4D657
DB00145	D9B4480BC26C15D59EC0E7A1FE0361D6
DB00145	DA59C47A776C2C4B2632256BA6DE95CD
DB00145	DFC2CBEB9620032EA14B0D14784A6EFF
DB00145	E0EF97E8C06CC89F8A6565F50B4B6593
DB00145	E54CFB7FF99315AA87D1ABF1A98CA6C0
DB00145	F2B87B14E1AF226819F1668B987A5BEA
DB00146	00443B51491E8EF20019C98A44894D09
DB00146	3FAA3A8DCD1C40FD37216A5C3F56E12C
DB00146	518F75F2943215385F5FA03EA9A3C164
DB00146	596C4DBF33CB315FB51574FCFCFFE347
DB00146	66203F5ED84EA1A8E85940FC9CEB87B2
DB00146	73214822D461C37A0DDA9F829986BE7A
DB00146	80EF54E6532CABB203E8BE4E14BAD43D
DB00146	8AA41A2B9170F77B173CC9D99A553B6F
DB00146	9BE54FA4633AA8E73B7CE68E8C8ABE69
DB00146	DF8BAA59327ACC143AFF199F8888A426
DB00146	F1112AE41E5FCA2B9DBD5167FD796453
DB00147	824B721C162A444E86B83FDDA14FCF13
DB00148	04785C45A1120EF96CCC446392FFD962
DB00148	314CCFAA87D0BD6704950C9B1BFE160F
DB00148	3F635C7DF41B7EB8AB5BABD5C1836A36
DB00148	82F4AA3008E6B28CCDCB71AFFE08A4C4
DB00148	9680602488E9016792042FB127D93BD2
DB00148	BA093366F8D1995CCF7BBE1494177E6C
DB00149	0AFBED34BD11536F9C0E06E6262393B0
DB00149	1B4818C47B956E3304705EA74AE55EF8
DB00149	7FA5A09598C8BB31DAE631C28026903C
DB00149	8B077233A19315E92BA03D5581365147
DB00149	90FAF85E97A2469166F67C200F03D440
DB00149	914713AFCA8E76E034950A96E2D41407
DB00149	9F5E3084BB22359C5A4DAA3F5898830E
DB00149	B51D34F11321FE22151471DD85B66830
DB00149	B9158C996E61503EC42CAA0B790FC814
DB00149	C9A6868AC307715E2BA3EC0F0A5654F1
DB00149	D37BD9A927E4E8408FAA9B38B7E8BB80
DB00149	D7443C8A7E1C67A740EFB2E0CCAC3FB9
DB00149	DE828CA2ADD2011D250B17D0730A8C30
DB00149	F559CE37F7C1E51812E50E728BF6EFBA
DB00150	07FDE2B941D05CBAB642AF15B0F83894
DB00150	1D5993EBB618BFD70EB708E7A61BDD76
DB00150	1E1E0493F4E1ABD28CD127F715CAA811
DB00150	3037213DF67C696984F58EFB715AB997
DB00150	365D997F079FBD5187673AD4C6DD6854
DB00150	571A870F79A157D50A67587CE84E2D6A
DB00150	733B9C9D297EE08BDF2FB5CDEF7AD483
DB00150	C67A199F465626D8F7BD9DF3C0A53B9A
DB00150	D6C9E54933969A80123244898DF887C6
DB00150	E4A356D66F464ECBDD822BA8F89409EE
DB00151	0437DEDF55F164FF57204DDFE37E2517
DB00151	066B6E0DAA89646724620F1B2CCEB6C0
DB00151	10D67504677702A1F8C957293E470383
DB00151	1CB6D2FE4F5C3480C96EF14967FF3473
DB00151	3233EDA862CE539B582A76CC2E006EF8
DB00151	4A1BEC6D271240699320EA5033FA6692
DB00151	7C88AD4BC289C5639C4A39E16717D845
DB00151	AFD7F16838A09BD25EC90B27E399AF3B
DB00151	D6416AEEADC597A26705F6CA0CB09DAE
DB00151	E2D502DDC13DA4830377B2A56E314A1C
DB00151	F2DB14AA39ECBAAD653F83D6B13B1345
DB00152	8E6E2ED89157042BB0B8EA7032DF66E9
DB00153	0AD0515DD3CC5FD269D850666B4516B1
DB00153	2F554DB374B697150C2029A1DEB2E458
DB00153	39B78F6A9F9EA5579C539E498B4AA962
DB00153	623197F09FAE59AE38001940AA0C1FC5
DB00153	6F55E67488A4E59637E486D7AE94AAD1
DB00153	77C6964EB2A27D8441451D7A8FE1643D
DB00153	7BE26C834395B338BE61F85BC86C80A4
DB00153	B09624140D87E53B93C691210D5732A3
DB00153	B0E305397C22A5A21D4763A82F2731A7
DB00153	BB6C194736B92F95E97A6E2FE94E25DB
DB00153	C55CA3029AEB02FC36F67904FCCCDFDA
DB00153	D9E1FF372D93998C9D526CE801BEBAAA
DB00153	E4C73601823652C8898B6928FE5858B6
DB00153	EEB75B1CFA465BC239CAB3A6FA57B442
DB00153	F9889DFEB3FAC78F654C47688944472A
DB00154	A24022786986DB62776D530ADAC35FBF
DB00155	7616C18EA4D0C6765BBEE5119025728D
DB00155	B5D66DEEDC65247721F2E4B321CE81BB
DB00155	B6FE0BF36776D78B90AC47FD029A7E36
DB00156	0ADAE713E836B6BE2946ABC4C11B741C
DB00156	0E5BB0D92E8460A286E9CC831162E4A4
DB00156	0F1E68BB6B7B09A3FA8068FCF7482F8A
DB00156	17F93B71CAAEBAA2A70D337C329E4FAF
DB00156	378480F17E4BBE7AB1D6D7A5A41ACF38
DB00156	3EA5CE6AE322AAC74D07DE7324275C09
DB00156	4369E7E59A11893AC843AE8554BA8939
DB00156	6C645E77BE872A70C38F33B62E61F7A3
DB00156	89DB3CDB3F9F9FD9FCD9862819CF7378
DB00156	97DB8F42347A18DB8871DC3DB266BB8D
DB00156	9D9E38982E7D2706FC06FDC24BA4C9C6
DB00156	A4FB5BFA53508C4E6F2FFCD00152052B
DB00156	CF923046E449A1DC47A25DA02532184F
DB00156	CFAD0163E1852DBC113172CB7805D417
DB00156	EFC8B42739F8C75C78F4B247265ACA0C
DB00158	13730BA1F205237A517F0BC3FF1129C4
DB00158	1E19B0549924C060BF2D848BAD62BA34
DB00158	5D6961A49B9DE624C0D34693F6B7D2BB
DB00158	D1B2F40B4E0E4E2C94801BFD5D783B64
DB00159	EAA50FB9F563D6DBCA476FB1077A967F
DB00160	0529F963940D9A7C1CE04D680345856A
DB00160	17D2A2605750CE7C9C719374E58BAC1D
DB00160	27A44680E8DE33A8B6AEA4149089FCD7
DB00160	3AFCF105A0235C9ED53BA8B7D873D639
DB00160	426F2BF85FF9623BD77D061F5B8E9B76
DB00160	4E6A8DFB8F3CF4AAB13DCC980FD1C9B1
DB00160	571B238A5F8173FBAD6A64A19A64FF18
DB00160	615707175F690830A316FE027AE20EC7
DB00160	62A55881DE95DCF72F5AB45B7E535BF9
DB00160	7754926B7CBED7FF1F063E1BC9D6F16B
DB00160	7C859D982A9A637460F3DBF8E69E34F5
DB00160	803D61600C4D4505720C4921A7DCDB5A
DB00160	8C15295694C8DDEDBC29AC8214427A57
DB00160	8FC81F6B6C85ACE34E4852F938CE8D2B
DB00160	9C9B8B94323986A37D59743CD62AAD75
DB00160	A9A4E82357F2529747443F0ED92C2378
DB00160	ACF06EF727FD83E35389C5B9565055CD
DB00160	C1C81EDA632407B2F4B7C893C5FD8F5C
DB00160	C25575F6CB12AAAFC45D9204F7AE1D39
DB00160	E7BE34D6FA215BBEBEE348131A19AA08
DB00160	FC4C0B9EFC0A68CD4F12B41B629A1D6B
DB00160	FF36AE2F3E31ACA601007E28FC597482
DB00161	371BCFF8EF599CB0864C2165FE915085
DB00161	4B82DFC32D10A45CB6EEFF7D142C1129
DB00161	4D273FA8F8B8A975281B4C2F885974B2
DB00161	584B0D23050D7F8289F37505838F7E93
DB00161	5D97DA879FE6547DFBBCC8C592715730
DB00161	62AE98E442EEE90B282BC2E5FAF4D200
DB00161	62C3CFD28F761FFEC3396917B12BBB79
DB00161	67C1ACC7156911176958FB38F6E0BFBF
DB00161	69203BA1B846EB91E03007985DAEDA3C
DB00161	C858E35AFD65E77839F047A64BAEBF47
DB00161	CB7F03FDAFA9C392A231B95A4B5897B6
DB00161	CB994C8A842B60D7F3E9153EAE2FE15B
DB00161	E16A63E1DEBCC2EE55E13D341CC669C3
DB00161	F7DFD688FD18019255CF42285B4B6877
DB00162	8DA7B46A09465DCBBDBFF8E47BF07A8C
DB00163	2BBC73C4D7CDDB915981DA6EA8A11A58
DB00163	40098D6217CEB9F0BE4BC28522849C40
DB00163	592E956C3E45C5828939AD56409549D7
DB00163	714D17973C4BCC90C2340AFDF2498650
DB00163	79F963FCA58A3E25A164F3CD680B6988
DB00163	A9924517A57E43FFBEDCBEF0F25EC6F4
DB00163	BA64012CA3A633D9FBC403EF5A5C7D44
DB00163	ED585333F406C4567A8A077A22BE6C54
DB00165	243CD643590A9B016B4CE2F450B37437
DB00165	29DAD75A13A9D4DBC1BA51B412BC81CA
